Student Number,Student Name,Module(s),Qualification,Year,Week,Day,Assessment(s),Marks Obtained,Attendance Rate,Canvas Activity Score,Reason for AR,Intervention,Risk Level,Resolved?,NQF Level
24734913,Student_0680,Module2,Programme1,Year3,Week10,Mon,,,0.83,0.79,None,None,Low,Yes,5
23618992,Student_0681,Module3,Programme2,Year1,Week3,Mon,,,0.86,0.41,Canvas Activity_007,Escalation,High,No,6
23049115,Student_0682,Module4,Programme2,Year1,Week10,Tue,,,0.63,0.72,Class Attendance_007,Tutoring,Medium,Yes,6
24401727,Student_0683,Module4,Programme2,Year1,Week3,Thu,Test2,59.2,0.87,1.0,None,None,Low,Yes,6
23743583,Student_0684,Module3,Programme2,Year1,Week5,Mon,Assignment1,40.2,0.8,0.84,Assessment Failure_007,Tutoring,High,Yes,6
24240538,Student_0685,Module2,Programme1,Year3,Week5,Thu,Test1,90.6,0.53,0.62,Class Attendance_007,Email Reminder,Medium,No,5
23721747,Student_0686,Module5,Programme3,Year1,Week4,Wed,Assignment1,77.8,0.69,0.77,Class Attendance_007,Tutoring,Medium,No,7
24197719,Student_0687,Module3,Programme2,Year1,Week1,Fri,,,0.76,0.78,None,None,Low,No,6
24763211,Student_0688,Module3,Programme2,Year1,Week5,Thu,,,1.0,0.87,None,None,Low,Yes,6
23536226,Student_0689,Module1,Programme1,Year2,Week10,Fri,Test1,30.9,0.9,0.53,Assessment Failure_007,Counselling,High,Yes,5
23952699,Student_0690,Module4,Programme2,Year1,Week5,Thu,,,0.62,0.89,Class Attendance_007,Tutoring,Medium,No,6
23353824,Student_0691,Module4,Programme2,Year1,Week4,Wed,Test1,60.9,0.89,0.29,Canvas Activity_007,Mentorship,Medium,No,6
24052576,Student_0692,Module2,Programme1,Year3,Week6,Mon,Test1,48.5,0.59,0.67,Assessment Failure_007,Escalation,High,No,5
23725948,Student_0693,Module1,Programme1,Year2,Week10,Wed,Assignment2,69.5,0.98,0.69,None,None,Low,Yes,5
23887474,Student_0694,Module4,Programme2,Year1,Week4,Mon,Assignment2,83.0,0.75,0.89,None,None,Low,Yes,6
24404330,Student_0695,Module4,Programme2,Year1,Week7,Mon,Test2,61.6,0.81,0.78,None,None,Low,Yes,6
23251492,Student_0696,Module2,Programme1,Year3,Week7,Fri,,,1.0,0.53,Canvas Activity_007,Email Reminder,Medium,Yes,5
24938699,Student_0697,Module5,Programme3,Year1,Week2,Wed,Test1,81.5,0.63,0.6,Class Attendance_007,Counselling,High,Yes,7
24548098,Student_0698,Module1,Programme1,Year2,Week3,Thu,,,0.61,0.82,Class Attendance_007,Counselling,High,No,5
23491072,Student_0699,Module3,Programme2,Year1,Week1,Wed,Test1,49.9,0.73,0.77,Assessment Failure_007,Tutoring,High,No,6
24086880,Student_0700,Module5,Programme3,Year1,Week8,Fri,Test2,79.2,0.98,0.68,None,None,Low,Yes,7
23504999,Student_0701,Module3,Programme2,Year1,Week9,Mon,Assignment1,13.2,0.59,0.69,Assessment Failure_007,Counselling,High,No,6
23331593,Student_0702,Module4,Programme2,Year1,Week4,Fri,,,0.4,0.91,Class Attendance_007,Email Reminder,Medium,Yes,6
23607274,Student_0703,Module3,Programme2,Year1,Week6,Tue,Test2,36.2,0.75,0.69,Assessment Failure_007,Counselling,High,No,6
23151836,Student_0704,Module2,Programme1,Year3,Week9,Tue,,,0.9,0.76,None,None,Low,Yes,5
23108940,Student_0705,Module5,Programme3,Year1,Week6,Thu,,,1.0,1.0,None,None,Low,Yes,7
24003531,Student_0706,Module3,Programme2,Year1,Week12,Fri,,,0.75,0.52,Canvas Activity_007,Tutoring,Medium,Yes,6
23824926,Student_0707,Module5,Programme3,Year1,Week12,Thu,,,0.76,0.45,Canvas Activity_007,Tutoring,Medium,Yes,7
24314093,Student_0708,Module2,Programme1,Year3,Week12,Thu,Test2,42.3,0.99,0.92,Assessment Failure_007,Tutoring,High,No,5
23667521,Student_0709,Module2,Programme1,Year3,Week9,Tue,Test2,100.0,0.54,0.66,Class Attendance_007,Mentorship,Medium,Yes,5
24670396,Student_0710,Module1,Programme1,Year2,Week4,Thu,Test2,95.6,0.76,0.72,None,None,Low,Yes,5
23879090,Student_0711,Module4,Programme2,Year1,Week8,Tue,,,0.85,0.64,None,None,Low,Yes,6
23385777,Student_0712,Module3,Programme2,Year1,Week9,Mon,Test2,90.5,0.89,0.73,None,None,Low,Yes,6
24673250,Student_0713,Module5,Programme3,Year1,Week4,Fri,Test2,54.8,0.74,1.0,None,None,Low,Yes,7
23551638,Student_0714,Module3,Programme2,Year1,Week5,Thu,,,0.83,0.92,None,None,Low,Yes,6
24665872,Student_0715,Module5,Programme3,Year1,Week8,Tue,Test2,60.9,0.45,0.94,Class Attendance_007,Tutoring,Medium,Yes,7
24929305,Student_0716,Module1,Programme1,Year2,Week12,Wed,,,0.72,0.53,Canvas Activity_007,Mentorship,Medium,Yes,5
23549639,Student_0717,Module5,Programme3,Year1,Week10,Thu,,,0.89,0.57,Canvas Activity_007,Email Reminder,Medium,Yes,7
23612956,Student_0718,Module4,Programme2,Year1,Week6,Mon,Test1,64.3,0.67,0.27,Canvas Activity_007,Mentorship,Medium,No,6
23638873,Student_0719,Module4,Programme2,Year1,Week12,Mon,Test1,53.4,0.83,0.63,None,None,Low,Yes,6
24981385,Student_0720,Module4,Programme2,Year1,Week7,Wed,Assignment2,38.5,0.89,0.95,Assessment Failure_007,Tutoring,High,Yes,6
24386073,Student_0721,Module4,Programme2,Year1,Week3,Tue,,,0.77,0.87,None,None,Low,No,6
24256445,Student_0722,Module4,Programme2,Year1,Week7,Thu,,,0.85,0.74,None,None,Low,Yes,6
23065953,Student_0723,Module1,Programme1,Year2,Week12,Tue,,,0.68,0.78,Class Attendance_007,Tutoring,Medium,Yes,5
24892466,Student_0724,Module1,Programme1,Year2,Week8,Mon,,,0.79,0.66,None,None,Low,No,5
23500328,Student_0725,Module5,Programme3,Year1,Week10,Tue,,,0.91,0.82,None,None,Low,Yes,7
24855366,Student_0726,Module4,Programme2,Year1,Week6,Mon,Assignment2,86.7,0.84,0.92,None,None,Low,Yes,6
23003267,Student_0727,Module4,Programme2,Year1,Week10,Tue,Assignment2,83.6,0.73,0.49,Canvas Activity_007,Email Reminder,Medium,No,6
23082745,Student_0728,Module3,Programme2,Year1,Week9,Wed,,,0.85,0.83,None,None,Low,Yes,6
24924596,Student_0729,Module1,Programme1,Year2,Week6,Fri,Test2,60.4,0.93,0.95,None,None,Low,Yes,5
23824945,Student_0730,Module1,Programme1,Year2,Week12,Wed,Test1,95.8,0.51,0.71,Class Attendance_007,Mentorship,Medium,Yes,5
23157164,Student_0731,Module4,Programme2,Year1,Week9,Wed,,,0.99,0.91,None,None,Low,Yes,6
23535626,Student_0732,Module3,Programme2,Year1,Week4,Fri,Assignment1,56.1,0.77,1.0,None,None,Low,No,6
23131484,Student_0733,Module2,Programme1,Year3,Week8,Fri,,,0.88,0.76,None,None,Low,Yes,5
23531831,Student_0734,Module3,Programme2,Year1,Week11,Thu,,,1.0,0.85,None,None,Low,No,6
23892323,Student_0735,Module1,Programme1,Year2,Week4,Thu,Assignment1,76.9,0.61,0.65,Class Attendance_007,Email Reminder,Medium,Yes,5
24999576,Student_0736,Module3,Programme2,Year1,Week2,Wed,,,0.71,0.81,None,None,Low,Yes,6
24109268,Student_0737,Module2,Programme1,Year3,Week10,Wed,Test1,67.2,0.78,0.86,None,None,Low,Yes,5
24268732,Student_0738,Module4,Programme2,Year1,Week11,Mon,Assignment1,55.5,0.7,0.82,None,None,Low,Yes,6
24272568,Student_0739,Module2,Programme1,Year3,Week9,Mon,Assignment2,58.7,1.0,0.6,Canvas Activity_007,Mentorship,Medium,Yes,5
23516771,Student_0740,Module3,Programme2,Year1,Week5,Thu,Assignment2,17.2,0.69,0.82,Assessment Failure_007,Tutoring,High,Yes,6
23830857,Student_0741,Module1,Programme1,Year2,Week4,Thu,,,0.74,1.0,None,None,Low,No,5
23563044,Student_0742,Module1,Programme1,Year2,Week2,Mon,Test2,79.4,0.85,0.86,None,None,Low,No,5
23543176,Student_0743,Module3,Programme2,Year1,Week1,Mon,Test1,50.6,0.64,0.95,Class Attendance_007,Tutoring,High,No,6
23691095,Student_0744,Module3,Programme2,Year1,Week11,Tue,Test2,62.9,0.76,0.74,None,None,Low,Yes,6
23833727,Student_0745,Module4,Programme2,Year1,Week7,Tue,,,0.87,0.91,None,None,Low,No,6
24034978,Student_0746,Module2,Programme1,Year3,Week6,Mon,,,0.77,0.83,None,None,Low,No,5
24162928,Student_0747,Module4,Programme2,Year1,Week2,Tue,Test2,58.1,0.81,0.61,None,None,Low,Yes,6
23869474,Student_0748,Module5,Programme3,Year1,Week8,Fri,Test2,45.1,0.74,0.84,Assessment Failure_007,Escalation,High,No,7
23085999,Student_0749,Module4,Programme2,Year1,Week11,Thu,Test1,86.0,0.59,0.6,Class Attendance_007,Tutoring,Medium,No,6
24066531,Student_0750,Module1,Programme1,Year2,Week4,Thu,Test2,78.7,0.87,0.67,None,None,Low,No,5
24872849,Student_0751,Module3,Programme2,Year1,Week8,Mon,,,1.0,0.81,None,None,Low,Yes,6
23070640,Student_0752,Module1,Programme1,Year2,Week7,Wed,,,0.82,0.83,None,None,Low,Yes,5
23196582,Student_0753,Module2,Programme1,Year3,Week5,Mon,Test2,71.7,0.85,0.57,Canvas Activity_007,Tutoring,Medium,No,5
24792662,Student_0754,Module5,Programme3,Year1,Week10,Tue,Assignment1,73.6,0.92,0.97,None,None,Low,Yes,7
23400573,Student_0755,Module1,Programme1,Year2,Week10,Wed,Assignment2,31.5,0.63,0.88,Assessment Failure_007,Escalation,High,No,5
24474271,Student_0756,Module3,Programme2,Year1,Week12,Tue,,,1.0,0.65,None,None,Low,Yes,6
23061476,Student_0757,Module4,Programme2,Year1,Week8,Fri,Test1,51.7,0.85,0.5,Canvas Activity_007,Email Reminder,Medium,No,6
24355531,Student_0758,Module4,Programme2,Year1,Week9,Tue,,,1.0,0.75,None,None,Low,Yes,6
24215856,Student_0759,Module3,Programme2,Year1,Week5,Fri,,,0.71,0.7,None,None,Low,Yes,6
23675510,Student_0760,Module1,Programme1,Year2,Week10,Fri,Assignment2,67.4,1.0,0.8,None,None,Low,Yes,5
24644044,Student_0761,Module2,Programme1,Year3,Week5,Tue,,,0.94,0.71,None,None,Low,Yes,5
23698646,Student_0762,Module3,Programme2,Year1,Week2,Tue,,,0.9,0.42,Canvas Activity_007,Escalation,High,No,6
23637144,Student_0763,Module1,Programme1,Year2,Week5,Fri,,,0.86,0.71,None,None,Low,Yes,5
24903458,Student_0764,Module3,Programme2,Year1,Week3,Wed,Assignment1,37.8,0.78,0.72,Assessment Failure_007,Counselling,High,No,6
23414568,Student_0765,Module1,Programme1,Year2,Week7,Fri,Test1,43.9,1.0,0.89,Assessment Failure_007,Tutoring,High,Yes,5
24234717,Student_0766,Module1,Programme1,Year2,Week10,Thu,,,0.84,0.65,None,None,Low,Yes,5
23898320,Student_0767,Module3,Programme2,Year1,Week5,Fri,,,0.52,1.0,Class Attendance_007,Email Reminder,Medium,No,6
23634736,Student_0768,Module1,Programme1,Year2,Week8,Wed,,,0.65,0.44,Canvas Activity_007,Email Reminder,Medium,Yes,5
24587261,Student_0769,Module3,Programme2,Year1,Week1,Thu,,,0.79,1.0,None,None,Low,Yes,6
24226607,Student_0770,Module4,Programme2,Year1,Week3,Mon,,,0.87,0.74,None,None,Low,Yes,6
24966808,Student_0771,Module4,Programme2,Year1,Week3,Mon,,,0.81,0.93,None,None,Low,Yes,6
23968021,Student_0772,Module2,Programme1,Year3,Week9,Wed,Test1,64.5,1.0,0.79,None,None,Low,Yes,5
24167756,Student_0773,Module1,Programme1,Year2,Week5,Fri,,,0.53,0.99,Class Attendance_007,Mentorship,Medium,Yes,5
23066234,Student_0774,Module1,Programme1,Year2,Week12,Tue,,,0.84,0.71,None,None,Low,Yes,5
24612818,Student_0775,Module4,Programme2,Year1,Week9,Wed,,,0.55,0.58,Canvas Activity_007,Tutoring,Medium,Yes,6
23178352,Student_0776,Module4,Programme2,Year1,Week9,Thu,,,0.93,1.0,None,None,Low,Yes,6
24128035,Student_0777,Module1,Programme1,Year2,Week1,Thu,Assignment2,55.5,0.81,0.76,None,None,Low,Yes,5
23409995,Student_0778,Module5,Programme3,Year1,Week2,Mon,,,0.88,0.82,None,None,Low,No,7
23195004,Student_0779,Module1,Programme1,Year2,Week5,Thu,,,0.69,1.0,Class Attendance_007,Email Reminder,Medium,No,5
23466152,Student_0780,Module3,Programme2,Year1,Week4,Wed,Assignment1,42.5,1.0,0.59,Assessment Failure_007,Tutoring,High,No,6
24990546,Student_0781,Module4,Programme2,Year1,Week10,Thu,,,0.98,0.89,None,None,Low,Yes,6
24773832,Student_0782,Module5,Programme3,Year1,Week9,Wed,Assignment2,63.5,0.91,0.67,None,None,Low,Yes,7
24107739,Student_0783,Module4,Programme2,Year1,Week7,Tue,Test2,78.4,0.8,0.76,None,None,Low,Yes,6
24524429,Student_0784,Module4,Programme2,Year1,Week6,Mon,Test1,58.7,0.91,0.79,None,None,Low,No,6
23051934,Student_0785,Module2,Programme1,Year3,Week7,Thu,Assignment1,40.2,0.71,0.51,Assessment Failure_007,Escalation,High,Yes,5
24768831,Student_0786,Module4,Programme2,Year1,Week1,Wed,,,0.95,0.64,None,None,Low,Yes,6
23425523,Student_0787,Module1,Programme1,Year2,Week1,Fri,,,1.0,1.0,None,None,Low,No,5
23840530,Student_0788,Module5,Programme3,Year1,Week8,Mon,,,0.98,0.94,None,None,Low,Yes,7
24502713,Student_0789,Module3,Programme2,Year1,Week2,Tue,,,0.71,0.77,None,None,Low,No,6
23005486,Student_0790,Module4,Programme2,Year1,Week12,Wed,Assignment2,80.3,0.87,0.82,None,None,Low,Yes,6
24187983,Student_0791,Module3,Programme2,Year1,Week10,Tue,Assignment1,51.3,0.63,0.73,Class Attendance_007,Email Reminder,Medium,Yes,6
23873332,Student_0792,Module4,Programme2,Year1,Week11,Tue,,,0.91,1.0,None,None,Low,No,6
24698884,Student_0793,Module3,Programme2,Year1,Week9,Thu,Test1,43.3,0.89,0.74,Assessment Failure_007,Counselling,High,No,6
24039458,Student_0794,Module4,Programme2,Year1,Week7,Thu,,,0.54,0.82,Class Attendance_007,Email Reminder,Medium,Yes,6
24675659,Student_0795,Module1,Programme1,Year2,Week6,Wed,,,0.65,0.99,Class Attendance_007,Mentorship,Medium,No,5
23220184,Student_0796,Module1,Programme1,Year2,Week1,Fri,,,0.78,0.64,None,None,Low,Yes,5
23666490,Student_0797,Module2,Programme1,Year3,Week1,Wed,,,0.77,1.0,None,None,Low,Yes,5
24398228,Student_0798,Module1,Programme1,Year2,Week2,Fri,Test1,88.4,0.64,0.5,Canvas Activity_007,Counselling,High,No,5
24809891,Student_0799,Module5,Programme3,Year1,Week6,Tue,Assignment2,71.1,0.88,1.0,None,None,Low,Yes,7
24691188,Student_0800,Module2,Programme1,Year3,Week6,Mon,,,0.86,0.71,None,None,Low,Yes,5
23322710,Student_0801,Module5,Programme3,Year1,Week2,Wed,Assignment1,40.6,0.79,0.74,Assessment Failure_007,Counselling,High,No,7
23197775,Student_0802,Module2,Programme1,Year3,Week1,Wed,,,0.71,0.44,Canvas Activity_007,Escalation,High,No,5
23289336,Student_0803,Module1,Programme1,Year2,Week10,Fri,Test1,45.3,0.98,0.7,Assessment Failure_007,Counselling,High,Yes,5
23787494,Student_0804,Module4,Programme2,Year1,Week5,Tue,,,1.0,0.59,Canvas Activity_007,Email Reminder,Medium,No,6
24656940,Student_0805,Module4,Programme2,Year1,Week5,Tue,,,0.75,0.67,None,None,Low,Yes,6
24138356,Student_0806,Module3,Programme2,Year1,Week2,Fri,,,0.73,0.76,None,None,Low,Yes,6
24201193,Student_0807,Module3,Programme2,Year1,Week6,Tue,Test2,58.0,0.89,0.95,None,None,Low,Yes,6
23545977,Student_0808,Module4,Programme2,Year1,Week9,Thu,Test2,36.1,0.77,0.82,Assessment Failure_007,Counselling,High,No,6
24846182,Student_0809,Module2,Programme1,Year3,Week2,Mon,,,0.8,0.84,None,None,Low,Yes,5
24399181,Student_0810,Module5,Programme3,Year1,Week10,Wed,Assignment1,82.3,0.93,0.58,Canvas Activity_007,Email Reminder,Medium,Yes,7
23912606,Student_0811,Module5,Programme3,Year1,Week2,Mon,,,0.53,0.62,Class Attendance_007,Counselling,High,No,7
23889465,Student_0812,Module4,Programme2,Year1,Week3,Wed,,,1.0,1.0,None,None,Low,No,6
23533636,Student_0813,Module1,Programme1,Year2,Week7,Thu,,,0.83,0.65,None,None,Low,No,5
23941218,Student_0814,Module4,Programme2,Year1,Week6,Tue,,,0.76,1.0,None,None,Low,Yes,6
23038102,Student_0815,Module1,Programme1,Year2,Week12,Fri,Assignment2,60.8,0.81,0.74,None,None,Low,Yes,5
23074460,Student_0816,Module1,Programme1,Year2,Week8,Thu,,,0.81,0.78,None,None,Low,Yes,5
24413354,Student_0817,Module2,Programme1,Year3,Week8,Mon,,,0.56,0.97,Class Attendance_007,Mentorship,Medium,Yes,5
24138506,Student_0818,Module3,Programme2,Year1,Week6,Fri,Test2,83.8,1.0,1.0,None,None,Low,Yes,6
24579665,Student_0819,Module5,Programme3,Year1,Week12,Tue,,,0.83,0.76,None,None,Low,Yes,7
24676014,Student_0820,Module4,Programme2,Year1,Week11,Thu,,,0.89,0.71,None,None,Low,Yes,6
24776203,Student_0821,Module4,Programme2,Year1,Week10,Fri,Test1,81.8,0.96,0.77,None,None,Low,Yes,6
23179208,Student_0822,Module3,Programme2,Year1,Week3,Thu,Test1,74.9,0.67,0.84,Class Attendance_007,Tutoring,High,No,6
24203273,Student_0823,Module2,Programme1,Year3,Week3,Thu,,,0.89,0.94,None,None,Low,Yes,5
23213945,Student_0824,Module3,Programme2,Year1,Week1,Tue,Test2,52.5,0.78,0.78,None,None,Low,Yes,6
23231915,Student_0825,Module5,Programme3,Year1,Week7,Wed,,,0.95,0.89,None,None,Low,Yes,7
23727952,Student_0826,Module1,Programme1,Year2,Week5,Fri,,,0.5,1.0,Class Attendance_007,Mentorship,Medium,Yes,5
23208124,Student_0827,Module5,Programme3,Year1,Week4,Tue,Assignment1,84.2,0.81,0.85,None,None,Low,Yes,7
23437477,Student_0828,Module3,Programme2,Year1,Week10,Thu,Test2,61.9,0.73,0.84,None,None,Low,Yes,6
23525830,Student_0829,Module3,Programme2,Year1,Week4,Tue,,,0.88,0.51,Canvas Activity_007,Email Reminder,Medium,No,6
24332397,Student_0830,Module4,Programme2,Year1,Week4,Wed,Assignment1,85.5,0.89,0.31,Canvas Activity_007,Email Reminder,Medium,Yes,6
24226380,Student_0831,Module3,Programme2,Year1,Week6,Fri,,,0.71,0.85,None,None,Low,Yes,6
24754279,Student_0832,Module5,Programme3,Year1,Week8,Wed,Test2,36.6,0.71,0.76,Assessment Failure_007,Escalation,High,No,7
23039081,Student_0833,Module5,Programme3,Year1,Week8,Mon,,,0.8,0.69,None,None,Low,Yes,7
23718216,Student_0834,Module3,Programme2,Year1,Week5,Fri,,,0.69,0.82,Class Attendance_007,Mentorship,Medium,Yes,6
23355249,Student_0835,Module2,Programme1,Year3,Week6,Wed,Test1,87.1,0.95,0.77,None,None,Low,Yes,5
24268506,Student_0836,Module3,Programme2,Year1,Week4,Thu,Test1,64.0,0.76,0.98,None,None,Low,Yes,6
23805497,Student_0837,Module5,Programme3,Year1,Week12,Fri,Assignment2,85.7,0.38,0.8,Class Attendance_007,Tutoring,Medium,Yes,7
23517313,Student_0838,Module2,Programme1,Year3,Week11,Fri,Assignment1,37.6,0.76,0.65,Assessment Failure_007,Tutoring,High,No,5
24263108,Student_0839,Module4,Programme2,Year1,Week9,Tue,,,0.66,0.96,Class Attendance_007,Mentorship,Medium,Yes,6
23612380,Student_0840,Module4,Programme2,Year1,Week8,Thu,,,0.58,0.74,Class Attendance_007,Tutoring,Medium,No,6
24567908,Student_0841,Module4,Programme2,Year1,Week10,Mon,Test1,59.9,0.63,0.87,Class Attendance_007,Email Reminder,Medium,Yes,6
24365413,Student_0842,Module1,Programme1,Year2,Week12,Wed,,,0.84,0.69,None,None,Low,Yes,5
24337682,Student_0843,Module4,Programme2,Year1,Week10,Tue,,,1.0,0.66,None,None,Low,Yes,6
24076871,Student_0844,Module5,Programme3,Year1,Week1,Wed,Test1,54.0,0.87,0.8,None,None,Low,No,7
24062383,Student_0845,Module1,Programme1,Year2,Week2,Mon,Test2,64.5,0.73,0.78,None,None,Low,Yes,5
24484140,Student_0846,Module2,Programme1,Year3,Week9,Mon,,,0.89,0.87,None,None,Low,Yes,5
23157504,Student_0847,Module5,Programme3,Year1,Week8,Fri,,,0.75,0.73,None,None,Low,Yes,7
24286643,Student_0848,Module1,Programme1,Year2,Week3,Mon,,,0.72,0.45,Canvas Activity_007,Tutoring,High,No,5
24533584,Student_0849,Module5,Programme3,Year1,Week8,Wed,,,0.65,0.7,Class Attendance_007,Email Reminder,Medium,No,7
23692440,Student_0850,Module3,Programme2,Year1,Week12,Thu,Test1,59.0,0.56,0.92,Class Attendance_007,Tutoring,Medium,Yes,6
23394540,Student_0851,Module2,Programme1,Year3,Week1,Thu,,,0.76,0.73,None,None,Low,Yes,5
24926275,Student_0852,Module5,Programme3,Year1,Week10,Fri,,,0.84,0.74,None,None,Low,Yes,7
23517923,Student_0853,Module3,Programme2,Year1,Week4,Wed,,,0.81,0.96,None,None,Low,No,6
24215557,Student_0854,Module3,Programme2,Year1,Week3,Wed,Assignment2,84.9,0.76,0.65,None,None,Low,No,6
23744699,Student_0855,Module3,Programme2,Year1,Week6,Mon,Test2,40.9,0.68,0.5,Assessment Failure_007,Escalation,High,Yes,6
23019870,Student_0856,Module3,Programme2,Year1,Week7,Wed,Test2,49.0,0.91,0.75,Assessment Failure_007,Tutoring,High,Yes,6
23952082,Student_0857,Module1,Programme1,Year2,Week4,Tue,,,0.62,0.69,Class Attendance_007,Mentorship,Medium,No,5
24251772,Student_0858,Module3,Programme2,Year1,Week7,Mon,Test2,43.3,0.94,0.61,Assessment Failure_007,Counselling,High,No,6
23248683,Student_0859,Module5,Programme3,Year1,Week9,Tue,,,0.67,0.75,Class Attendance_007,Email Reminder,Medium,Yes,7
24283253,Student_0860,Module2,Programme1,Year3,Week11,Fri,Test1,75.2,0.71,0.87,None,None,Low,Yes,5
23026790,Student_0861,Module4,Programme2,Year1,Week2,Thu,Assignment1,24.6,0.6,0.78,Assessment Failure_007,Counselling,High,No,6
24691738,Student_0862,Module2,Programme1,Year3,Week11,Fri,,,0.74,0.84,None,None,Low,Yes,5
23811721,Student_0863,Module4,Programme2,Year1,Week3,Thu,,,0.97,1.0,None,None,Low,Yes,6
23448345,Student_0864,Module1,Programme1,Year2,Week5,Fri,,,0.9,0.72,None,None,Low,Yes,5
23749074,Student_0865,Module5,Programme3,Year1,Week3,Wed,Assignment2,26.3,0.97,0.83,Assessment Failure_007,Counselling,High,No,7
24536038,Student_0866,Module3,Programme2,Year1,Week11,Tue,,,0.9,0.69,None,None,Low,Yes,6
24588349,Student_0867,Module2,Programme1,Year3,Week8,Thu,Assignment1,78.2,0.65,0.63,Class Attendance_007,Tutoring,Medium,Yes,5
24879490,Student_0868,Module1,Programme1,Year2,Week12,Mon,Assignment1,82.2,0.77,0.67,None,None,Low,Yes,5
24134764,Student_0869,Module1,Programme1,Year2,Week10,Tue,,,0.7,0.69,None,None,Low,Yes,5
23529036,Student_0870,Module3,Programme2,Year1,Week8,Mon,Assignment2,74.3,1.0,0.84,None,None,Low,Yes,6
24790705,Student_0871,Module2,Programme1,Year3,Week8,Tue,Assignment1,87.0,0.64,1.0,Class Attendance_007,Mentorship,Medium,Yes,5
24713371,Student_0872,Module4,Programme2,Year1,Week12,Tue,,,0.95,0.65,None,None,Low,Yes,6
23790141,Student_0873,Module3,Programme2,Year1,Week12,Fri,,,0.95,0.71,None,None,Low,Yes,6
23648249,Student_0874,Module2,Programme1,Year3,Week9,Thu,,,1.0,0.77,None,None,Low,Yes,5
24078931,Student_0875,Module4,Programme2,Year1,Week4,Thu,Test1,47.2,0.76,0.85,Assessment Failure_007,Counselling,High,No,6
23711131,Student_0876,Module4,Programme2,Year1,Week5,Tue,Test2,54.3,0.93,0.83,None,None,Low,Yes,6
23451015,Student_0877,Module1,Programme1,Year2,Week5,Wed,Assignment1,57.3,1.0,1.0,None,None,Low,No,5
24454908,Student_0878,Module1,Programme1,Year2,Week8,Wed,,,0.73,0.34,Canvas Activity_007,Tutoring,Medium,Yes,5
23156542,Student_0879,Module1,Programme1,Year2,Week7,Mon,,,0.59,0.35,Canvas Activity_007,Escalation,High,Yes,5
24221992,Student_0880,Module4,Programme2,Year1,Week9,Mon,,,0.54,0.69,Class Attendance_007,Mentorship,Medium,Yes,6
23305062,Student_0881,Module4,Programme2,Year1,Week8,Fri,Test1,58.9,0.93,0.98,None,None,Low,No,6
24887232,Student_0882,Module3,Programme2,Year1,Week2,Tue,,,0.54,0.5,Canvas Activity_007,Tutoring,High,No,6
24612162,Student_0883,Module4,Programme2,Year1,Week10,Mon,Test1,68.4,0.76,0.24,Canvas Activity_007,Mentorship,Medium,No,6
24550284,Student_0884,Module4,Programme2,Year1,Week12,Mon,,,0.89,0.88,None,None,Low,Yes,6
23866651,Student_0885,Module3,Programme2,Year1,Week4,Tue,,,0.85,0.82,None,None,Low,No,6
24110205,Student_0886,Module5,Programme3,Year1,Week6,Fri,,,0.88,0.58,Canvas Activity_007,Mentorship,Medium,Yes,7
24376760,Student_0887,Module2,Programme1,Year3,Week12,Mon,,,0.85,0.6,None,None,Low,Yes,5
24541310,Student_0888,Module1,Programme1,Year2,Week2,Fri,,,1.0,0.61,None,None,Low,No,5
23755195,Student_0889,Module2,Programme1,Year3,Week7,Thu,,,0.68,0.8,Class Attendance_007,Mentorship,Medium,Yes,5
23290160,Student_0890,Module1,Programme1,Year2,Week3,Fri,,,0.72,0.67,None,None,Low,No,5
24596824,Student_0891,Module3,Programme2,Year1,Week3,Wed,Assignment1,69.9,0.7,0.87,None,None,Low,Yes,6
24868599,Student_0892,Module5,Programme3,Year1,Week11,Wed,,,0.94,0.27,Canvas Activity_007,Tutoring,Medium,No,7
23213920,Student_0893,Module1,Programme1,Year2,Week2,Fri,Assignment2,61.6,0.96,0.63,None,None,Low,No,5
24938341,Student_0894,Module1,Programme1,Year2,Week11,Wed,,,0.89,0.58,Canvas Activity_007,Tutoring,Medium,Yes,5
24291380,Student_0895,Module3,Programme2,Year1,Week8,Thu,,,1.0,0.73,None,None,Low,Yes,6
24425541,Student_0896,Module5,Programme3,Year1,Week6,Tue,,,0.64,0.68,Class Attendance_007,Tutoring,Medium,Yes,7
24509433,Student_0897,Module2,Programme1,Year3,Week1,Wed,Assignment2,27.0,1.0,0.92,Assessment Failure_007,Tutoring,High,No,5
24871403,Student_0898,Module3,Programme2,Year1,Week12,Wed,Test2,61.9,1.0,0.45,Canvas Activity_007,Tutoring,Medium,Yes,6
24553068,Student_0899,Module1,Programme1,Year2,Week1,Fri,,,0.93,0.79,None,None,Low,No,5
23653983,Student_0900,Module1,Programme1,Year2,Week7,Thu,,,1.0,0.88,None,None,Low,No,5
24464492,Student_0901,Module5,Programme3,Year1,Week8,Tue,,,0.57,1.0,Class Attendance_007,Tutoring,Medium,Yes,7
23821052,Student_0902,Module5,Programme3,Year1,Week5,Fri,Assignment2,76.6,0.74,0.69,None,None,Low,Yes,7
24807150,Student_0903,Module1,Programme1,Year2,Week12,Fri,,,0.71,0.84,None,None,Low,Yes,5
23128148,Student_0904,Module5,Programme3,Year1,Week11,Thu,,,0.93,0.46,Canvas Activity_007,Mentorship,Medium,Yes,7
